,Business Name,Funded
7742,Thomas Farms,31800.0
6525,"S&A Pennington, LLC",31796.0
1251,Quail Run Mobile Home Estates INC,31769.0
4622,Sheridan Farms Ltd,31752.0
5712,"Cooper Pest Solutions, Inc.",31732.0
8709,Robert J. Mirabile,31710.0
7203,Abel's Trees,31710.0
7806,Hsu Retreat Center,31710.0
9559,EDAC Systems,31673.0
9982,"Central Waters Brewing Company, Inc.",31650.0
7376,I-Deal Self Storage,31646.0
5054,"Walsh Insulation Service, Inc.",31640.0
258,Pine Flat RV Park LLC,31619.0
1595,Westlake Pet Motel,31575.0
284,Sacks Gourmet Sanswiches Inc.,31574.0
9688,"Vermont Shepherd, LLC",31568.0
8495,Jeffrey Smoker,31518.0
4814,"Minnesota Surplus, LLC.",31516.0
9058,"Impervious Energy Systems, LLC",31511.0
7531,Roxbury Farm,31505.0
4684,Eric Boertje,31500.0
1867,Domaine Chanard,31487.0
1948,John O Spendrup,31482.0
2211,"Perfect Energy, Inc",31453.0
8289,Carl Wingard Inc,31450.0
6075,"JK Carting, Llc",31450.0
2404,J.W.M Enterprise / warren station,31428.0
3859,"EMD Serono Research Center, Inc.",31419.0
9135,Donald Hooie,31380.0
5770,"DiMeglio Enterprises, LLC",31359.0
3454,Henneman Engineering Inc,31290.0
7958,Sharp Ranch Trust of April 1999,31290.0
1422,Soper Company,31224.0
7419,Law Office Edward J Haas,31223.0
1572,Vino Noceto,31191.0
9874,Gary Mosgaller,31170.0
5303,L. P. Gill Inc.,31137.0
1149,Nixon and Parker LLC,31123.0
576,American Opto Plus LED Corp.,31074.0
1816,"C & R Farms, LLC",31050.0
5469,"Advanced Recovery Services, Inc.",31050.0
8498,"JLK Systems Group, Inc.",31000.0
7720,Corso's Flower and Garden Center,30981.0
946,Hotel Del Mar LLC,30980.0
1226,Pine Grove Veterinary Clinic,30962.0
1444,Stevenson Regional Parkway #1,30953.0
3436,Schweizer Farms Inc.,30951.0
921,Heiva Holdings USA LLC,30931.0
5793,"E22ECTA, Inc.",30907.0
9138,Eatherly Construction Company,30900.0
9099,Big Frog Mountain Corporation,30872.0
7250,Burro Alley LLC,30856.0
7116,K&W Enterprises,30838.0
3355,Chandler Limosine Bulls,30826.0
3481,"Wanxiang New Energy, LLC",30798.0
4469,Benton Falls Associates,30789.0
2924,Allied Floor Corporation,30754.0
227,"Misenhimer, Aivazian & Tennant",30750.0
8660,Pepe-Sherman Assoc. Inc.,30689.0
8789,"Tango Bistro, LLC",30684.0
6277,"Murch Auto Body, Inc",30654.0
2426,"SC Lease Co, LLC",30646.0
7383,Jacobson Contracting Inc.,30630.0
8541,Landis Storage,30618.0
2704,"Turkey Roost Farms, LLC",30618.0
4978,"Innerbelt Business Ctr, LLC",30618.0
830,Fatair Inc,30600.0
9184,J & G Energy Group,30600.0
1229,Pioneer Ranch Parteners,30576.0
9404,NRG Lease Co LLC,30561.0
8430,Hanselman Management Corporation/Hanselman Landscape,30542.0
9853,Blatz Dairy Farm,30523.0
8256,Better World Building Technology,30456.0
9892,Latitude Graphics LLC,30429.0
4340,Eastern Shore Coffee & Water,30429.0
301,Snowbird RV Resort,30420.0
7145,"Sunshine Acres, Inc.",30413.0
7117,KA-CY Farms,30390.0
7138,Roberts Farm Market,30390.0
5476,Alan's Fabulous Florals LLC,30389.0
931,Heritage Place,30386.0
9356,"Barton Cove II Apartments, LLC",30385.0
7501,Pleroma Farm,30378.0
4999,Missouri American Water,30375.0
3284,GPM Building Group LLC,30344.0
7669,LLS Realty Associates LLC,30324.0
612,"Avista Technologies, Inc.",30321.0
9199,Lay Farm,30308.0
2217,Vagabond Community Partners LLC,30294.0
9437,Trio Hospitality,30285.0
4611,Ramsey Funeral Home Inc,30245.0
2006,MP Associates Inc.,30241.0
6335,"Northstar Marine, Inc.",30231.0
7441,Marren Mechanical,30223.0
5754,Deni Realty LLC,30210.0
5594,Blue Sky Technologies USA LLC,30204.0
1536,Trilogy Architecture Urban Design Research,30201.0
2363,"TD Bank, NA",30162.0
2294,NRG Residential Solar Solutions LLC,30139.0
5538,Atlantic Retinning & Metal Refinishing,30136.0
4097,RePower Partners LLC,30084.0
1956,Justin C Bley D.M.D.P.L,30057.0
5572,Belleplain Supply,30019.0
5294,Posilock Puller Inc.,30000.0
5297,Zone Investments Inc.,30000.0
8841,"Young Contractor's, Inc.",30000.0
8383,Farm At Flowing Springs LLC,30000.0
6040,"Interstate Outdoor Advertising, L.P.",30000.0
2317,"Tall Properties, LLC",30000.0
6124,"Klabin Eco Development, LLC",30000.0
5145,Bonville Construction,30000.0
5288,Haugen Farms JV,30000.0
5016,"Roberts Auto Parts Inc., dba County Line Auto Parts",30000.0
8535,"L. J. Paolella Construction, Inc.",30000.0
5061,Yeagers Cycle,30000.0
5080,"Stone Hollow, Inc.",30000.0
5287,Dakota Turbines Inc.,30000.0
9279,Sunlogics Energy Solutions LLC,29995.0
9676,"R.T.W. People's Plaza, Inc.",29975.0
9943,Patterson Storage,29963.0
4344,FJ Boarman & Son Inc.,29952.0
4324,Clare Seibert,29938.0
2958,DKK Properties LLC,29937.0
6122,"Kim and Kat, LLC",29936.0
9684,Sweet Tree Farm,29928.0
4361,Gunther Main South LLC,29925.0
4986,KC NAP LLC,29925.0
1366,"Secure Mini Storage II, LP",29891.0
9518,Spackman Brothers Dairy Inc,29879.0
1855,D&L Leasing,29868.0
9516,Sheldon Peck Orthodontics,29850.0
2147,"Summit Cellars, LLC",29850.0
5811,Edison Mechanical Contractors,29834.0
6793,Trenton Joe and Son,29820.0
8511,John P Lapp dba Joh-Ann Dairy,29820.0
6819,Urban Auto SPA II LLC,29808.0
5488,"Allen Farms, Inc.",29804.0
5188,Jim Jackson Insurance,29792.0
115,"David C. Bakke c/o Bellevue Properties, LLC",29771.0
2534,Drywell Group LLC,29767.0
9521,Travel Clean Corp,29709.0
7737,Sawmiller Farms,29700.0
5548,"Aztec Solar Partners, LLC",29698.0
5051,W J Cole Floor Products,29678.0
4630,"Stoutenburg Enterprises, LLC",29650.0
8663,Pfaff Bros. Construction,29631.0
3690,Carter and Stevens Farm,29602.0
6031,"In Line Services, Inc.",29592.0
75,Bethany Biltmore Apartments LLC,29591.0
1506,The Bancorp Bank,29571.0
7726,J. Griffin Ricker & Associates,29557.0
5837,EnviroUtilite Inc.,29550.0
5510,American Tire & Auto Care VI,29550.0
1166,Nunesdale Farms,29548.0
2358,"SC Lease Co, LLC",29544.0
2531,"Donna Smolinski, DMD",29543.0
9427,Stephen J. Kramer Architecture & Design,29527.0
815,"Eureka Park, LLC",29519.0
7291,"Dertinger Development, Inc",29514.0
3786,Bruce and Janet Libby,29489.0
9360,Budget Self Storage,29481.0
3802,Carter and Stevens Farm,29468.0
6552,Scopes Up LLC,29453.0
185,J&R River Ranch LLC,29452.0
7118,Kast Farms Inc,29443.0
8340,Deep Run Cattle Company,29441.0
2659,Razem Family Farm,29407.0
738,Creative Engineering Group,29400.0
7847,Rainbow Place Apartments,29383.0
1793,Arbor Colony LLC,29370.0
7239,Bonanza Ranch LLC,29364.0
7113,James Kirby Farms,29363.0
4541,"A. Stoutenburg Farms, LLC",29340.0
3075,Papohaku Beach House,29331.0
912,Hafner Vineyard,29297.0
4588,Lauwers Alfalfa & Straw Farms,29283.0
7658,Windflower Farm,29253.0
8744,Sleepy Hollow Enterprises Inc.,29250.0
8665,Phantom Communication Systems Inc,29241.0
24,"SC Johnson & Son, Inc.",29229.0
6556,Scott Maslow,29190.0
9568,Orthopedic Foot and Ankle Center,29185.0
2988,Ham Produce & Seafood,29160.0
4542,Ace Hardware of Yale Inc,29160.0
6599,"Shook's Cedar Grove Funeral Home, Inc.",29138.0
3573,Steve Boone,29119.0
6903,Zampolin Associates,29100.0
3763,Battles Farm Company,29100.0
7215,Armstrong Construction,29099.0
6549,Schulmeister Greenhouses,29089.0
1753,Greenhouse Tech,29085.0
1670,Promise Energy Inc,29066.0
6422,Pit Crew Lube Inc.,29030.0
968,"Ink That is Golden, LLC",29018.0
9066,"Flagshooter, LLC",28986.0
6134,Krowicki Farm Market,28977.0
7561,Slack Hollow Farm,28976.0
9826,"Lynn T MacDonald, Inc.",28965.0
1959,"Kenney Architects, P.C.",28954.0
1829,"Chokurei, LLC",28950.0
3100,Royal Phoenix Corp,28941.0
8132,Wolf Gulch Farm,28918.0
6201,Majek Real Estate,28908.0
1884,"Engine House #5, LLC",28876.0
1571,Vine Jet LLC,28834.0
6302,"New Jersey Diamond Products Co.,Inc",28800.0
6908,"Providence Square Housing Urban Renewal, LLC",28800.0
4372,"Louises Dream, LLC",28795.0
2421,"Old Dupont Road Properties, LLC",28776.0
3488,"W.W. Grainger, Inc.",28749.0
3864,Fairmount Fruit Farm,28740.0
5913,Gangi Graphics,28732.0
7126,"Merle Goot, Sr. dba Echo Valley Ranch",28710.0
7125,"Merle Goot, Jr",28710.0
9659,GWCII Limited Partnership,28710.0
8210,"A. Charles Peruto, Jr.",28698.0
8356,DrexelBriar Apartments,28698.0
4930,"BEDR, LLC.",28696.0
2335,Greenwich Hospitality Corporation,28650.0
9866,Egle landscaping Inc,28620.0
9824,"Industrial Real Estate II, LLC",28601.0
818,Evergreen Solar Electric LLC,28596.0
5933,GJH Properties,28580.0
5969,"Halecon, Inc.",28577.0
4452,"Warrener Enterprises, LLC",28566.0
5313,CJ Land & Cattle LP,28500.0
4571,Franklin Farm In,28500.0
3238,Mark Anderson,28500.0
9934,Myron M Soik and Sons,28500.0
3014,Kalihi Rehab Center LLC,28500.0
5316,MCGFF LLC,28500.0
9849,"Bills' Auto Repair, Inc.",28500.0
1906,Goodwin Septic Tank Service,28499.0
7757,Bluestone Partners LLC,28490.0
4949,Command Concepts Company Inc,28486.0
5468,Advanced Benefit Services,28470.0
16,"Master Tenant 2008-A, LLC",28470.0
6588,Shalimar Resort LLC,28468.0
4669,"Best Buy Stores, LP",28462.0
7377,Inn On Columbia,28461.0
1508,"The Design Management Group, Inc.",28445.0
6204,"Maple Avenue Power Associates, LLC",28445.0
1917,"Green Park Denver, LLC",28426.0
2246,"Avalence, LLC",28388.0
8069,Northwoods Nursery,28350.0
7207,Albany Solar Inc.,28323.0
4408,Rising Star Farm,28290.0
9115,Citizens National Bank,28273.0
3607,Valley View Farms,28266.0
2847,Herrin Communities Inc,28262.0
2237,"McCuda, LLC",28230.0
9525,Vivint Solar Inc.,28212.0
5483,All American Landscapes LLC,28200.0
3323,Leroy Hassebroek,28200.0
555,"Algert Engineering, Inc.",28148.0
7530,"Route 112 Port Jeff Associates, LLC",28130.0
5633,Burlington Press,28116.0
6129,"Knowles, Howard",28116.0
7423,Leisure Time Tours,28078.0
1850,Corky's Gas & Car Wash,28050.0
3733,"Aldon Electric, Inc",28035.0
8240,Barkenpurr Veterinary Hospital,28020.0
3162,Yadah Yadah Ydah llc,28020.0
4547,Banks Trucking Inc,28001.0
2281,Kacerguis Farms,27975.0
3197,Borderline Buildings,27930.0
4728,RM Rentals LLC,27930.0
2515,Clifton Hotel,27926.0
3359,GLD Ranch,27922.0
8394,"Franklin Commons Events, Inc.",27889.0
2462,Planet Green Solutions Inc.,27862.0
3381,Ballard Cheese LLC,27856.0
8869,Country Side Carwash & Laundromat,27805.0
8890,Hissong Farmstead,27794.0
732,Countryside Veterinary Clinic,27775.0
8217,"All Points Land Surveys, Inc.",27772.0
1614,World of Wine LTD,27736.0
665,"Byron Katie International, Inc.",27732.0
1845,"COMINE, LLC",27726.0
774,Dr. Ravinder Singh,27719.0
8875,Fair Valley Farm,27712.0
3192,"Atwood Electric, Inc.",27705.0
7443,Martens Farm,27694.0
5865,"Fernbrook Nursery, Inc.",27610.0
7415,"Lake Liquor, Inc.",27603.0
4953,"Czar Weld, Inc.",27600.0
2131,"South Bank Secure Storage, LLC",27600.0
7287,Dearlove Partners,27599.0
6844,"W.J.C. Electronics & Appliance Parts, Inc. d/b/a Johnstone Supply",27594.0
4377,Mary Voith,27587.0
8970,Werts Beverage,27579.0
594,Archipalego Strategic Management,27562.0
2107,"SH COD XXIII, LLC",27546.0
7089,"Oscars Hickory House, Inc.",27537.0
9744,Les and Lauries Game Birds,27506.0
5420,"430-438 Main Street, LLC",27504.0
2390,Cooper Brothers Plumbing Inc.,27503.0
9820,Diversey,27488.0
4330,Cornerstone Farms,27480.0
783,Dwulet & Dwulet,27471.0
3462,MC Properties Gurnee LLC,27458.0
7158,"118 W 137 Holding, LLC",27456.0
7187,"53 West Hills, LLC",27455.0
2819,Damaste Real Estate,27451.0
1246,Prosperity Solar Electric,27408.0
7028,"Sierra Pulmonary & Sleep Institute, LLC",27405.0
5586,Billy Pauch Racing,27403.0
8682,Quinby Manaement,27401.0
3207,Darwin Peterson,27375.0
3369,Crane Farms LLC,27367.0
7105,Craig June Farm,27353.0
4562,DenningSons Farms,27347.0
7856,"Sheffield Veterinary Hospital, LTD",27300.0
7132,Pine Ridge Pines,27299.0
8889,Hillside Veal,27279.0
2208,"Kiva Apartments, LLC",27268.0
5317,Thomas Novotny,27258.0
6763,The Record Store,27241.0
2050,Quinlin Land & Cattle,27234.0
6622,"Solar Engineering of NJ, LLC",27216.0
8815,W. Scott Clewell,27209.0
7989,Grossman Organic Farms,27198.0
8589,Mast Farm,27195.0
7407,Kirbytown Farms,27176.0
4348,Franklin Associates LP,27171.0
187,Jay's Super Service,27170.0
4534,Sault Ste. Marie Bridge Co.,27158.0
1139,"NEC Laboratories America, Inc.",27107.0
5113,Black Farms,27107.0
3835,Daniel O'Connell's Sons Inc.,27084.0
7804,"Hord Livestock Co., Inc.",27082.0
195,"Kempton Chevrolet Buick, LTD",27067.0
9738,"Garco Construction, Inc.",27047.0
7439,"Mamaroneck Harbor Landing, LLC",27023.0
9685,"Syncarpha Management, LLC",27017.0
4369,Johnson Farms,27000.0
2401,I G Burton & Co Inc,27000.0
4927,"Armour Theatre, LLC",27000.0
1682,"T.T. Group, Inc.",27000.0
3060,Moloa'a Bay Coffee,27000.0
9938,North Wind Renewable Energy LLC,27000.0
7196,8107 Cleaners ltd. t/a Presstige cleaners co.,27000.0
5236,RedBlue Inc,27000.0
4122,Seventh Principal Norwell LLC,26990.0
4774,Brehm Company LLC,26959.0
8046,Henry's Partnership,26955.0
3362,Kostka Farms Inc,26945.0
2530,Don Elder's Antiques,26892.0
7164,143 Realty 2005 LLC,26856.0
4626,Sterling Investment Properties LLC,26855.0
9952,Richard Hammen,26850.0
8825,Weldon Technologies,26819.0
7264,"CAV-PAC Enterprises, LLC",26799.0
6295,NC Carpet Binding and Equipment,26772.0
7779,Dane Bowen D.D.S. Inc.,26770.0
3440,"All Cell Technologies, LLC",26760.0
9570,"Real Estate Renovations & Holdings, LLC",26735.0
7486,Pacemaker Packaging Corp,26734.0
4754,"7400 Oxford Street, LLC",26729.0
4917,SMW 36 CC Energy Property LLC,26718.0
2178,Vagabond Community Partners LLC,26717.0
5890,"Forrest Senior Apartments Urban Renewal, L.P.",26707.0
8652,Paul Keller,26700.0
5357,"TJM Enterprises, Inc.",26700.0
3324,LG Hoskey LLC,26670.0
3562,"Eitel, Mark Edward",26652.0
6946,"Sierra Vista Growers, Inc.",26625.0
4323,Clairmont Farm,26615.0
4265,Stosz Construction Services,26588.0
5857,"Fairfield Farms & Greenhouse, Inc",26580.0
1344,Sam's Anchor Cafe,26579.0
8824,"Weinzierl's Garage, Inc",26568.0
7370,"Horizons at Wurtsboro, LLC",26545.0
8480,J Bruce Heisey,26508.0
3276,"Belvedere, Inc.",26488.0
1894,Forte Farms,26475.0
7692,Iacono Farms LLC,26475.0
2492,Bankston Realty,26460.0
3425,"Country Club Hills Wellness Center, LP",26456.0
3353,Barthel Paint & Quarter Horses,26448.0
8059,LeRoy C. Nickerson,26435.0
7568,"Solar New York, Inc",26405.0
1630,"""O"" Village Investors",26400.0
7110,Grimshaw Family Farm,26400.0
2783,White Sands Beach Resort Inc.,26398.0
4389,"Naylors Office Property Venture, LLC",26396.0
6782,TJH Solar,26395.0
3460,"Koda Investments, Inc",26385.0
9876,Hans Breitenmoser Jr.,26370.0
9937,North Hills,26363.0
2145,Steubens,26315.0
6728,"Superior Trademark, Inc",26295.0
8113,"T & J Collier, LLC",26288.0
4091,"Ralph P. Pollack, DMD,MScD,PC",26280.0
4107,Rosenberg Property LLC,26259.0
7205,"Advanced Surface Finishing, Inc",26250.0
2646,Palm Tree Villas,26250.0
4161,Steibel Eltron,26243.0
4493,The Jojoba Company,26227.0
6336,Nova Alternative Energy Systems LLC,26227.0
4843,Sundial Solar Consultants,26227.0
5792,E & B Energy,26224.0
5244,"Sentry Security Systems, LLC",26186.0
1131,"MySolar II, LLC",26174.0
3800,Cape Morraine LLC,26156.0
1058,MAGicALL,26153.0
2658,R & S USA LLC,26148.0
7923,Great Lakes Brewing Co.,26128.0
3681,"The Pushkin, LLC",26094.0
4596,Milosch Colision/Brothers LLC,26041.0
981,J&J Mayfair LLC,26033.0
4546,Banks Farms Inc,26029.0
5305,Lykconsulting LLC,26018.0
8192,"UGI Utilities, Inc.",26000.0
2413,"McCabe's Gourmet Market, Inc.",25988.0
499,Mark Atkinson,25985.0
973,"Instor Solutions, Inc.",25979.0
714,"Citrix Systems, Inc.",25974.0
9415,"RCO Ventures, Inc",25952.0
2865,Leonard Fishman Real Estate,25943.0
6163,Leisure Village East,25920.0
7179,"364 Meredith Avenue, LLC",25913.0
3258,Steven Christensen,25900.0
4794,"Ireisen Properties, Inc",25896.0
116,Dean Lunt Farm & Seed LLC,25881.0
1053,M Kahn Solar Inc.,25874.0
1788,Anthony Rowe,25842.0
2350,"Catania Solar, LLC",25830.0
9702,Housing PV 1 LLC,25814.0
7718,Clyde Richard Moore,25800.0
5095,"Polebridge Mercantile, Inc.",25777.0
1656,Harold Nelson,25771.0
9932,MS & S Enterprises,25770.0
8486,"J.M. Oliver, Inc.",25754.0
9836,Rolling Hills Tree Farm,25752.0
4914,Busch Lane Enterprises LLC,25721.0
6603,Shunpike Storage,25700.0
3810,"Champion Kennels, Inc.",25691.0
8508,John L Nissley,25686.0
3266,United AG Resources Inc,25670.0
6725,Sunrya Solar,25663.0
4823,Pat's Tap,25650.0
8239,Bangor Medical Center,25641.0
8119,Tucker Professional Building LLC,25639.0
9900,Meuer Dairy Farm LLC,25620.0
9663,Impey's Vermont Real Estate,25617.0
5392,"185 Kingsland Street, LLC",25607.0
5738,Dabco Transportation Inc,25602.0
3589,Heft and Sons LLC,25587.0
9883,Helwig Auto Clinic,25583.0
8733,"Sequoia Pacific Solar I, LLC",25581.0
6369,Oves Restaurant LLC,25565.0
7956,East Side Redevelopment LLC,25563.0
1001,JS &JC Corporation,25547.0
4753,"615 Properties, LLC",25540.0
5807,EcoMen Solar,25539.0
1247,"Putnam Motors, Inc.",25530.0
5306,Pobbattt Inc.,25500.0
5298,Benes Service Inc.,25500.0
5307,TeKolste Enterprises Inc,25500.0
7490,Pat's Carpet Outlet Inc.,25500.0
5907,"Funeral Service of New Jersey, Inc.",25500.0
915,"HariHar P. Agarwal, M.D. Inc dba Valley Pediatric & Complete Family Care",25500.0
15,"LBA-GSA Huntsville, LLC",25500.0
9855,Brooks Dairy Farms,25500.0
7455,MLJ LTD,25500.0
6453,"Providence Square Housing Urban Renewal, LLC",25500.0
9985,"Elodin Holdings, LLC",25500.0
9750,"North Fork Brewers, Inc",25485.0
4322,Claire Bear Farms,25470.0
4768,Beissel Window & Siding Co.,25426.0
4771,Blasted Art Inc,25426.0
7283,David LaBarr,25410.0
9389,IES Solar/Pomona Division,25406.0
1951,JR Pepper Properties,25380.0
831,Featheringill Mortuary,25369.0
5524,Asbury Farms LP,25361.0
8395,Frederick Weaver,25329.0
567,Altius Investment Corp.,25328.0
4257,"Zoar Outdoor Adventure Resort, Inc",25320.0
3695,"Red Apple Farm, LLC.",25302.0
4990,KMZU,25272.0
4938,Burdg Dunham & Associates,25272.0
4951,CRDX dba John Burton,25272.0
5943,"GMZ Enterprises, LLC",25265.0
8576,"Malcolm J. Borthwick, Jr., V.M.D.",25254.0
9420,"Sentry Security Systems, LLC",25228.0
1779,Alpine Custom Doors & Milwork,25217.0
4831,Rod's Berry Farm,25200.0
8927,Park Bradford Apartments LP,25200.0
2983,Goble's Flower Farm LLC,25200.0
7657,"Wildwood Management, Inc",25178.0
7613,Tilldale Farm,25168.0
1405,Solar Choice Solutions,25156.0
7666,"Horizons at Dogwood Lane, LLC",25156.0
9059,J & J Campground,25126.0
2204,D&L Leasing,25125.0
6286,Nautical Nuggets,25116.0
6027,Icemen Solar,25116.0
4507,Water's Edge Management Inc. dba The Edgewater,25104.0
9841,WAGO Corporation,25099.0
4162,"Steve Nigzus, DBA Prospect Hill Hay Farm",25092.0
7355,Happy Tails Dog Care,25091.0
5386,13 Upper Mountain Ave LLC,25088.0
7163,136 Realty LLC,25056.0
5014,Red Star 821 LLC,25056.0
8881,Galman Rose Court LP,25050.0
3325,Lorens Auto Repair,25050.0
4802,Lieberman Companies,25050.0
4520,Appledorn Living Center LLC,25031.0
9608,No Wapa LLC,25001.0
6924,"Ecosphere Environmental Services, Inc",24990.0
2961,Dr. Tawn I. Keeney dba Honoka'a People's Theatre,24984.0
5912,Game Creek Farm,24980.0
7141,Singer Farm Naturals,24967.0
4620,"RSS, INC.",24908.0
2653,"Portofino Villas, LLC",24900.0
4307,Bay Equine Service. Inc.,24900.0
8427,"Haldeman Mechanical, Inc.",24881.0
4813,Minnesota River Properties LLC,24879.0
4268,Andrew H. Pollock,24857.0
4790,"Fred Holasek & Son, Inc.",24833.0
600,"Astro Solartech, Inc.",24819.0
2570,Harriet Mathews,24816.0
9362,Canas and Flores Ventures,24799.0
7411,Klippers,24793.0
381,West Center Plaza LLC,24780.0
7335,Garden of Eve LLC,24770.0
4883,John Shaw-Shaw Farm,24768.0
8252,"Bergey's Electric, Inc.",24764.0
9552,Blue Ridge Graphics,24730.0
9723,10th Ave Properties,24710.0
9834,"Renewegy, LLC",24707.0
5614,"Bridges of the America's, LLC",24706.0
7212,Andrus Farm,24696.0
990,James F. Cox,24681.0
3868,Far Out Farm,24680.0
8718,Ruckno Construction,24670.0
9354,Anton G. Bell,24660.0
6376,Par 4 Inc.,24659.0
3384,"Johnson Brothers Hospitality, LLC",24636.0
5698,Comtekh Inc,24602.0
7099,Arrowhead Spring Vineyards,24600.0
5343,Robert L Vaccaro,24600.0
7682,"AgriAmerica, LLC",24600.0
7777,Dale E. Stewart,24600.0
9004,American DG Energy Inc,24599.0
9759,"Sustainable Holdings, LLC",24590.0
9768,MJD Farms 1 LLC,24587.0
4853,Vine Properties LLC,24586.0
9724,"5th St Hilltop Partnership, LLC",24585.0
6995,5005 Patrick LLC,24567.0
2258,ECP West Street LLC,24532.0
9816,"Bergstrom Victory Lane, Inc",24526.0
9677,"Richmond Energy Associates, LLC",24525.0
3676,"Sonesta of Massachusetts, Inc.",24500.0
8779,"SunRun Solar Tenant III, LLC",24413.0
9208,Lock Medic,24392.0
6403,Pfister Energy PPA I,24373.0
3654,Triple R Ranch,24366.0
9827,Maple Lane Health & Rehabilitation Center LLC,24358.0
985,J.T. McCormack Inc.,24358.0
8044,Grossman Organic Farms,24357.0
141,Falcon Management,24343.0
716,Citywide Self Storage,24278.0
7520,"Rite-Way Wood-Crafts Co., Inc.",24277.0
4894,Scott Sibert - Sibert Farms,24255.0
5072,Brinson Farms LLC,24245.0
2364,"The M.A. Winter Company, LLC",24183.0
4760,Angvall Hardware,24169.0
8303,"Christopher Rohrbach, DMD",24150.0
7363,Heritage Hills Society Ltd,24147.0
2346,1730 Mass Ave LLC,24147.0
8105,"Stepping Stone Childrens Center, LLC",24120.0
2253,"Columbia Towers, LLC",24114.0
9563,"James River Air Conditioning Co., Inc.",24108.0
3464,PKP Associates ltd,24102.0
7719,Connector Manufacturing Co,24098.0
110,Country Lane Holdings LLC,24074.0
3042,Mahalo Aina Sanctuary LLC,24061.0
5096,"RMHC, LLC",24055.0
2488,antoine boulos,24000.0
5001,Mitchell Trail Trust,24000.0
5018,Ronald Fahrmeier Farms,24000.0
239,"New Homes of Arizona, Inc.",24000.0
25,Ace Discount Tire & Repair,24000.0
2809,Bright Woods Farm,24000.0
3188,Adams Auto Upholstery,24000.0
1612,Wireless Innovation Network Group,24000.0
7451,Medco Plumbing Corp,24000.0
11,BBVA Compass,24000.0
3780,Brandywyne Village Company,24000.0
7513,Raindance Farm,24000.0
2872,McWoods Farm,24000.0
9136,Dotson Funeral Home,24000.0
2179,Valley Performance Inc,24000.0
7101,"Brett Excavation, Inc.",24000.0
2832,General Woods Inn,24000.0
7822,"McCarthy Systems Co., Inc.",24000.0
1488,"Surya Energy Solutions, LLC",23994.0
349,The Gardens At Mile High Ranch,23994.0
2310,Stone Wall Dairy Farm,23994.0
503,Roger Reynolds Farming,23970.0
4827,"Presswrite Printing, Inc",23969.0
4967,Gratz Real Estate & Auctioneering,23957.0
9369,DogBoy Dog Ranch,23948.0
343,Sycamore Ranch,23913.0
487,Alves/Minton Farms,23906.0
485,Ag Advisors,23906.0
9117,"Clinton Broadcasters, Inc.",23892.0
2418,Nantucket's,23890.0
9755,Screen Printing Northwest INC,23868.0
9858,"Central Waters Brewing Company, Inc.",23854.0
4918,Terradyne Ltd.,23850.0
9267,"Springs Golf, LLC DBA Rock Springs Golf",23850.0
7596,Sweet Spring Farm,23848.0
8023,"Dunes Family Health Care, PC",23814.0
7200,A.S.A.R International Corp,23811.0
8818,Wahoo Enterprises LLC,23808.0
7251,"Butler Film Productions, Inc.",23807.0
9930,Mike Striegl Custom Cabinetry and Furniture LLC,23805.0
4087,"RaboSolar I, LLC",23792.0
1971,Life Transition Partners LLC,23765.0
9977,Water View Properties LLC,23760.0
8058,Lane Roelle,23760.0
8597,McGraw Chiropractic LLC,23743.0
7015,Hansen,23737.0
177,Humboldt Water Systems Inc,23728.0
8094,Solar Congregational Equity Investors,23726.0
4402,Ramsted Enterprises,23712.0
7114,Jessica Bard's Culinary Service,23700.0
7373,Hudson Studios,23694.0
5825,"Elmora Pharmacy, Inc.",23664.0
7498,Perry's Orchard,23663.0
1957,K & K IV,23648.0
3287,PAJA DBA Scott Printing,23648.0
5002,"ML Crose Foundations, Inc",23646.0
6166,"Lethbridge Properties, LLC",23641.0
5399,216 River Avenue LLC,23625.0
7647,"WB Hillcrest I, LLC",23607.0
8125,Walker Farms,23580.0
1830,"Chrisco, LLC",23578.0
1778,Aloha Organic Fruit,23564.0
7307,Edgecombe Realty LLC,23556.0
2615,"Main Street Entertainment, Inc",23550.0
190,"K & K Stamback, Inc. DBA Desert Car Wash",23543.0
788,Econo Air Inc,23540.0
550,Air Management Systems,23534.0
2428,Sea Shell Shop Inc,23533.0
5340,MainStreet Properties of Warner LLC,23528.0
7011,"Foothill Gardens Partners, LP",23520.0
4293,"LNH Enterprises, LLC",23513.0
1978,"Lost Minor Enterprises, LLC",23510.0
1758,1528 Wazee LLC,23509.0
3594,Croatan ltd,23497.0
7522,Riverhead Automotive Service,23497.0
7687,"Gianetto Farms, Inc",23486.0
1667,"Pearl Investment Company, LLC",23470.0
9116,Claude Yow,23460.0
1107,Mission Pie,23460.0
2730,"AGPM Beach Club, LLC d/b/a Bella Lago Apartments",23427.0
2641,"Oertel, Skelding Interest",23400.0
3913,Greenlight Solar LLC,23400.0
2632,"Moon Building Investors, LLC",23400.0
7108,Ellen Johnston Greenhouses,23400.0
2496,Bella Bella Inc,23400.0
8196,Hilltop Country Barn-James Bailey,23399.0
7469,Noble House Farm B&B,23397.0
7980,SPS of Oregon,23396.0
9670,Luna Bleu Farm,23382.0
1017,Kinney Nursery & Topsoil LLC,23360.0
1752,Fred Poss Farm,23342.0
9416,Richards & Penn LLP,23340.0
2,Western Guide Service,23340.0
7915,Tusco Limited Partnership,23337.0
