,technology,plant_state,operating_year,nameplate_cap
4754,Onshore Wind Turbine,WA,2001,176.9
4755,Onshore Wind Turbine,WA,2002,95.9
4756,Onshore Wind Turbine,WA,2005,149.4
4757,Onshore Wind Turbine,WA,2006,427.6
4758,Onshore Wind Turbine,WA,2007,344.4
4759,Onshore Wind Turbine,WA,2008,171.4
4760,Onshore Wind Turbine,WA,2009,541.4000000000001
4761,Onshore Wind Turbine,WA,2010,246.7
4762,Onshore Wind Turbine,WA,2011,201.2
4763,Onshore Wind Turbine,WA,2012,452.3
4764,Onshore Wind Turbine,WA,2014,266.8
4765,Onshore Wind Turbine,WI,1999,12.399999999999999
4766,Onshore Wind Turbine,WI,2002,30.0
4767,Onshore Wind Turbine,WI,2008,311.9
4768,Onshore Wind Turbine,WI,2009,84.0
4769,Onshore Wind Turbine,WI,2010,20.0
4770,Onshore Wind Turbine,WI,2011,162.0
4771,Onshore Wind Turbine,WI,2012,17.9
4772,Onshore Wind Turbine,WI,2017,98.0
4773,Onshore Wind Turbine,WV,2002,66.0
4774,Onshore Wind Turbine,WV,2008,264.0
4775,Onshore Wind Turbine,WV,2010,100.5
4776,Onshore Wind Turbine,WV,2011,152.8
4777,Onshore Wind Turbine,WV,2016,103.0
4778,Onshore Wind Turbine,WY,1998,1.2
4779,Onshore Wind Turbine,WY,1999,71.5
4780,Onshore Wind Turbine,WY,2000,18.2
4781,Onshore Wind Turbine,WY,2001,50.0
4782,Onshore Wind Turbine,WY,2003,144.0
4783,Onshore Wind Turbine,WY,2008,387.9
4784,Onshore Wind Turbine,WY,2009,423.5
4785,Onshore Wind Turbine,WY,2010,311.0
4786,Onshore Wind Turbine,WY,2016,80.0
4787,Other Gases,AL,1958,25.0
4788,Other Gases,AL,1997,3.8
4789,Other Gases,CA,1982,60.0
4790,Other Gases,CA,1984,12.0
4791,Other Gases,CA,1987,54.900000000000006
4792,Other Gases,CA,1988,81.0
4793,Other Gases,CA,1991,23.0
4794,Other Gases,CA,1995,25.5
4795,Other Gases,CA,2000,7.7
4796,Other Gases,CA,2004,5.7
4797,Other Gases,CA,2012,0.3
4798,Other Gases,DE,1956,55.0
4799,Other Gases,DE,1961,75.0
4800,Other Gases,DE,1982,10.0
4801,Other Gases,HI,1990,6.0
4802,Other Gases,IL,1986,11.2
4803,Other Gases,IL,1987,28.5
4804,Other Gases,IN,1939,12.5
4805,Other Gases,IN,1948,25.0
4806,Other Gases,IN,1953,12.5
4807,Other Gases,IN,1955,28.8
4808,Other Gases,IN,1959,32.0
4809,Other Gases,IN,1961,40.0
4810,Other Gases,IN,1969,114.2
4811,Other Gases,IN,1970,62.0
4812,Other Gases,IN,1980,30.0
4813,Other Gases,IN,1981,20.0
4814,Other Gases,IN,1996,90.0
4815,Other Gases,IN,1997,161.0
4816,Other Gases,IN,2002,55.0
4817,Other Gases,IN,2013,13.2
4818,Other Gases,LA,1951,23.0
4819,Other Gases,LA,1954,125.5
4820,Other Gases,LA,1971,6.0
4821,Other Gases,LA,1987,129.1
4822,Other Gases,LA,1990,19.0
4823,Other Gases,LA,1999,173.3
4824,Other Gases,MI,2001,238.0
4825,Other Gases,MT,2007,1.6
4826,Other Gases,ND,1954,5.0
4827,Other Gases,ND,1958,2.5
4828,Other Gases,NJ,1982,15.0
4829,Other Gases,NJ,1991,15.0
4830,Other Gases,OH,1934,3.0
4831,Other Gases,OH,1940,7.5
4832,Other Gases,OH,1950,15.0
4833,Other Gases,OH,1965,30.0
4834,Other Gases,OH,1981,10.0
4835,Other Gases,OH,2008,67.0
4836,Other Gases,OH,2010,23.0
4837,Other Gases,OH,2011,67.0
4838,Other Gases,PA,1943,50.0
4839,Other Gases,PA,1952,30.0
4840,Other Gases,PA,1953,2.5
4841,Other Gases,PA,1955,31.0
4842,Other Gases,PA,2002,2.5
4843,Other Gases,TX,1978,7.5
4844,Other Gases,TX,1982,20.0
4845,Other Gases,TX,1985,47.5
4846,Other Gases,TX,1993,6.0
4847,Other Gases,TX,1995,150.0
4848,Other Gases,TX,1999,176.8
4849,Other Gases,TX,2000,46.1
4850,Other Gases,TX,2006,20.5
4851,Other Gases,WY,1925,0.4
4852,Other Gases,WY,1948,2.0
4853,Other Gases,WY,1954,1.3
4854,Other Gases,WY,2005,144.0
4855,Other Natural Gas,CA,1984,10.0
4856,Other Natural Gas,CA,2010,2.6
4857,Other Natural Gas,CA,2011,9.299999999999999
4858,Other Natural Gas,CA,2012,10.2
4859,Other Natural Gas,CA,2013,6.999999999999998
4860,Other Natural Gas,CA,2014,5.5
4861,Other Natural Gas,CA,2015,3.6
4862,Other Natural Gas,CA,2016,4.0
4863,Other Natural Gas,CA,2017,39.699999999999996
4864,Other Natural Gas,CA,2018,3.0
4865,Other Natural Gas,CT,2008,1.2
4866,Other Natural Gas,CT,2012,1.4
4867,Other Natural Gas,CT,2013,17.0
4868,Other Natural Gas,CT,2014,2.5
4869,Other Natural Gas,CT,2015,5.6
4870,Other Natural Gas,CT,2016,13.5
4871,Other Natural Gas,CT,2018,3.4
4872,Other Natural Gas,DE,2012,8.9
4873,Other Natural Gas,DE,2013,21.2
4874,Other Natural Gas,NY,2017,2.2
4875,Other Natural Gas,NY,2018,1.5
4876,Other Natural Gas,UT,2013,6.0
4877,Other Natural Gas,UT,2015,3.8
4878,Other Waste Biomass,AR,1997,18.0
4879,Other Waste Biomass,AR,2009,1.3
4880,Other Waste Biomass,CA,1981,1.5
4881,Other Waste Biomass,CA,1985,11.2
4882,Other Waste Biomass,CA,1986,18.6
4883,Other Waste Biomass,CA,1988,1.7999999999999998
4884,Other Waste Biomass,CA,1989,29.1
4885,Other Waste Biomass,CA,1993,23.5
4886,Other Waste Biomass,CA,2000,3.0
4887,Other Waste Biomass,CA,2001,9.9
4888,Other Waste Biomass,CA,2002,2.1
4889,Other Waste Biomass,CA,2003,9.9
4890,Other Waste Biomass,CA,2007,1.0
4891,Other Waste Biomass,CA,2008,1.6
4892,Other Waste Biomass,CA,2009,1.6
4893,Other Waste Biomass,CA,2010,1.0999999999999999
4894,Other Waste Biomass,CA,2011,4.6
4895,Other Waste Biomass,CA,2012,2.5000000000000004
4896,Other Waste Biomass,CA,2013,9.399999999999999
4897,Other Waste Biomass,CA,2014,3.6
4898,Other Waste Biomass,CA,2015,2.8
4899,Other Waste Biomass,CA,2016,2.4
4900,Other Waste Biomass,CA,2017,33.0
4901,Other Waste Biomass,CA,2018,3.0
4902,Other Waste Biomass,CO,1985,8.0
4903,Other Waste Biomass,CO,2000,7.0
4904,Other Waste Biomass,DC,2015,25.099999999999998
4905,Other Waste Biomass,FL,1986,1.5
4906,Other Waste Biomass,FL,1989,1.0
4907,Other Waste Biomass,FL,1996,74.9
4908,Other Waste Biomass,FL,2004,15.0
4909,Other Waste Biomass,FL,2006,74.0
4910,Other Waste Biomass,FL,2007,14.0
4911,Other Waste Biomass,FL,2013,5.6
4912,Other Waste Biomass,FL,2014,8.0
4913,Other Waste Biomass,FL,2015,2.4
4914,Other Waste Biomass,GA,2010,3.6
4915,Other Waste Biomass,GA,2011,1.9
4916,Other Waste Biomass,HI,2009,113.0
4917,Other Waste Biomass,HI,2016,9.3
4918,Other Waste Biomass,HI,2017,10.0
4919,Other Waste Biomass,HI,2018,50.4
4920,Other Waste Biomass,IA,1995,1.6
4921,Other Waste Biomass,IA,2013,1.0
4922,Other Waste Biomass,IA,2015,2.8
4923,Other Waste Biomass,ID,2008,2.4000000000000004
4924,Other Waste Biomass,ID,2009,3.8
4925,Other Waste Biomass,ID,2011,3.3
4926,Other Waste Biomass,ID,2012,6.199999999999999
4927,Other Waste Biomass,IL,2010,3.0
4928,Other Waste Biomass,IN,2011,3.0
4929,Other Waste Biomass,IN,2013,0.9
4930,Other Waste Biomass,IN,2014,3.0
4931,Other Waste Biomass,IN,2015,3.0
4932,Other Waste Biomass,IN,2016,0.8
4933,Other Waste Biomass,LA,1981,3.0
4934,Other Waste Biomass,LA,1984,12.1
4935,Other Waste Biomass,MA,1998,17.5
4936,Other Waste Biomass,MD,2009,2.2
4937,Other Waste Biomass,MI,2006,1.6
4938,Other Waste Biomass,MI,2009,1.6
4939,Other Waste Biomass,MI,2012,5.8
4940,Other Waste Biomass,MN,2003,1.0
4941,Other Waste Biomass,MN,2008,1.0
4942,Other Waste Biomass,MN,2009,23.4
4943,Other Waste Biomass,MN,2013,8.0
4944,Other Waste Biomass,NC,2016,5.2
4945,Other Waste Biomass,ND,1983,9.8
4946,Other Waste Biomass,NE,1985,2.0
4947,Other Waste Biomass,NE,1987,1.5
4948,Other Waste Biomass,NE,2001,1.0
4949,Other Waste Biomass,NJ,1988,0.8999999999999999
4950,Other Waste Biomass,NM,1987,2.2
4951,Other Waste Biomass,NY,2011,1.4
4952,Other Waste Biomass,OH,2008,1.2
4953,Other Waste Biomass,OH,2011,1.0
4954,Other Waste Biomass,OH,2013,3.8
4955,Other Waste Biomass,OH,2014,1.7999999999999998
4956,Other Waste Biomass,OR,2011,1.6
4957,Other Waste Biomass,OR,2012,4.800000000000001
4958,Other Waste Biomass,OR,2013,1.0
4959,Other Waste Biomass,OR,2015,1.6
4960,Other Waste Biomass,PA,2013,8.899999999999999
4961,Other Waste Biomass,RI,2017,3.2
4962,Other Waste Biomass,TN,2005,2.0
4963,Other Waste Biomass,TX,1973,5.0
4964,Other Waste Biomass,TX,1995,2.5
4965,Other Waste Biomass,TX,2001,10.6
4966,Other Waste Biomass,TX,2009,16.0
4967,Other Waste Biomass,UT,2012,3.2
4968,Other Waste Biomass,VA,2012,1.4
4969,Other Waste Biomass,WA,2012,4.6
4970,Other Waste Biomass,WI,2000,1.5
4971,Other Waste Biomass,WI,2001,1.0
4972,Other Waste Biomass,WI,2006,1.2
4973,Other Waste Biomass,WI,2009,2.7
4974,Other Waste Biomass,WI,2010,0.9
4975,Other Waste Biomass,WI,2011,2.0
4976,Other Waste Biomass,WI,2012,1.4
4977,Other Waste Biomass,WI,2013,9.200000000000001
4978,Other Waste Biomass,WI,2014,1.4
4979,Petroleum Coke,CA,1983,27.3
4980,Petroleum Coke,FL,1996,133.4
4981,Petroleum Coke,GA,1988,45.0
4982,Petroleum Coke,GA,1989,45.0
4983,Petroleum Coke,IA,1982,7.5
4984,Petroleum Coke,IA,2007,34.4
4985,Petroleum Coke,LA,1959,227.2
4986,Petroleum Coke,LA,2007,60.0
4987,Petroleum Coke,LA,2010,703.8
4988,Petroleum Coke,MI,1952,12.0
4989,Petroleum Coke,MI,1955,10.0
4990,Petroleum Coke,MI,1991,11.0
4991,Petroleum Coke,MI,1994,11.0
4992,Petroleum Coke,MI,1999,3.2
4993,Petroleum Coke,MT,1995,68.0
4994,Petroleum Coke,NJ,2006,18.0
4995,Petroleum Coke,OH,1955,150.5
4996,Petroleum Coke,OH,1986,6.0
4997,Petroleum Coke,TX,1979,4.7
4998,Petroleum Coke,TX,1983,64.80000000000001
4999,Petroleum Coke,WI,2007,63.4
5000,Petroleum Liquids,AK,1952,1.2
5001,Petroleum Liquids,AK,1954,1.2
5002,Petroleum Liquids,AK,1959,2.4
5003,Petroleum Liquids,AK,1961,1.1
5004,Petroleum Liquids,AK,1963,4.0
5005,Petroleum Liquids,AK,1965,1.2
5006,Petroleum Liquids,AK,1966,2.1
5007,Petroleum Liquids,AK,1967,2.8
5008,Petroleum Liquids,AK,1968,0.6
5009,Petroleum Liquids,AK,1969,9.6
5010,Petroleum Liquids,AK,1970,9.9
5011,Petroleum Liquids,AK,1971,18.4
5012,Petroleum Liquids,AK,1972,22.9
5013,Petroleum Liquids,AK,1974,4.4
5014,Petroleum Liquids,AK,1975,5.1
5015,Petroleum Liquids,AK,1976,106.39999999999998
5016,Petroleum Liquids,AK,1977,61.8
5017,Petroleum Liquids,AK,1979,9.0
5018,Petroleum Liquids,AK,1980,22.300000000000004
5019,Petroleum Liquids,AK,1981,7.0
5020,Petroleum Liquids,AK,1983,22.500000000000004
5021,Petroleum Liquids,AK,1984,15.0
5022,Petroleum Liquids,AK,1985,9.700000000000001
5023,Petroleum Liquids,AK,1986,5.5
5024,Petroleum Liquids,AK,1987,9.4
5025,Petroleum Liquids,AK,1988,5.200000000000001
5026,Petroleum Liquids,AK,1989,5.900000000000001
5027,Petroleum Liquids,AK,1990,16.999999999999996
5028,Petroleum Liquids,AK,1991,13.499999999999998
5029,Petroleum Liquids,AK,1992,6.6000000000000005
5030,Petroleum Liquids,AK,1993,9.9
5031,Petroleum Liquids,AK,1994,38.49999999999999
5032,Petroleum Liquids,AK,1995,4.8999999999999995
5033,Petroleum Liquids,AK,1996,5.400000000000001
5034,Petroleum Liquids,AK,1997,2.5
5035,Petroleum Liquids,AK,1998,17.7
5036,Petroleum Liquids,AK,1999,10.2
5037,Petroleum Liquids,AK,2000,34.300000000000004
5038,Petroleum Liquids,AK,2001,6.400000000000001
5039,Petroleum Liquids,AK,2002,12.3
5040,Petroleum Liquids,AK,2003,9.4
5041,Petroleum Liquids,AK,2004,6.100000000000001
5042,Petroleum Liquids,AK,2005,14.500000000000002
5043,Petroleum Liquids,AK,2006,16.8
5044,Petroleum Liquids,AK,2007,73.90000000000002
5045,Petroleum Liquids,AK,2008,5.9
5046,Petroleum Liquids,AK,2009,9.0
5047,Petroleum Liquids,AK,2010,28.799999999999997
5048,Petroleum Liquids,AK,2011,5.4
5049,Petroleum Liquids,AK,2012,10.6
5050,Petroleum Liquids,AK,2013,5.999999999999999
5051,Petroleum Liquids,AK,2014,18.2
5052,Petroleum Liquids,AK,2015,14.1
5053,Petroleum Liquids,AK,2016,48.1
5054,Petroleum Liquids,AK,2017,7.3
5055,Petroleum Liquids,AK,2018,1.3
5056,Petroleum Liquids,AL,1970,21.2
5057,Petroleum Liquids,AL,1995,2.0
5058,Petroleum Liquids,AL,1996,1.0
5059,Petroleum Liquids,AL,1997,1.6
5060,Petroleum Liquids,AL,1998,14.0
5061,Petroleum Liquids,AL,2000,4.0
5062,Petroleum Liquids,AL,2002,4.0
5063,Petroleum Liquids,AR,1952,0.6
5064,Petroleum Liquids,AR,1955,1.1
5065,Petroleum Liquids,AR,1959,1.3
5066,Petroleum Liquids,AR,1963,2.0
5067,Petroleum Liquids,AR,1976,2.2
5068,Petroleum Liquids,AR,1991,0.3
5069,Petroleum Liquids,AR,1992,1.6
5070,Petroleum Liquids,AR,1999,3.2
5071,Petroleum Liquids,AZ,1972,26.1
5072,Petroleum Liquids,AZ,1974,72.4
5073,Petroleum Liquids,AZ,1978,25.3
5074,Petroleum Liquids,AZ,1986,3.0
5075,Petroleum Liquids,AZ,1990,1.5
5076,Petroleum Liquids,CA,1933,30.0
5077,Petroleum Liquids,CA,1958,1.0
5078,Petroleum Liquids,CA,1963,1.5
5079,Petroleum Liquids,CA,1966,1.1
5080,Petroleum Liquids,CA,1976,1.6
5081,Petroleum Liquids,CA,1978,223.5
5082,Petroleum Liquids,CA,1980,96.1
5083,Petroleum Liquids,CA,1983,1.1
5084,Petroleum Liquids,CA,1986,3.0999999999999996
5085,Petroleum Liquids,CA,1992,0.9
5086,Petroleum Liquids,CA,1995,2.8
5087,Petroleum Liquids,CA,1999,0.5
5088,Petroleum Liquids,CA,2000,11.1
5089,Petroleum Liquids,CA,2007,8.0
5090,Petroleum Liquids,CA,2008,15.0
5091,Petroleum Liquids,CA,2010,15.5
5092,Petroleum Liquids,CA,2011,49.5
5093,Petroleum Liquids,CA,2014,18.400000000000002
5094,Petroleum Liquids,CA,2015,41.5
5095,Petroleum Liquids,CA,2017,27.600000000000005
5096,Petroleum Liquids,CA,2018,1.0
5097,Petroleum Liquids,CO,1939,1.1
5098,Petroleum Liquids,CO,1941,0.6
5099,Petroleum Liquids,CO,1942,1.0
5100,Petroleum Liquids,CO,1945,0.3
5101,Petroleum Liquids,CO,1946,1.3
5102,Petroleum Liquids,CO,1949,1.0
5103,Petroleum Liquids,CO,1950,0.7
5104,Petroleum Liquids,CO,1951,2.9
5105,Petroleum Liquids,CO,1958,3.0
5106,Petroleum Liquids,CO,1959,1.0
5107,Petroleum Liquids,CO,1960,0.8
5108,Petroleum Liquids,CO,1962,7.0
5109,Petroleum Liquids,CO,1963,0.5
5110,Petroleum Liquids,CO,1964,19.3
5111,Petroleum Liquids,CO,1965,1.2
5112,Petroleum Liquids,CO,1967,3.0
5113,Petroleum Liquids,CO,1970,5.1
5114,Petroleum Liquids,CO,1977,129.4
5115,Petroleum Liquids,CO,1990,3.2
5116,Petroleum Liquids,CO,1993,0.7
5117,Petroleum Liquids,CO,1999,5.4
5118,Petroleum Liquids,CO,2000,0.4
5119,Petroleum Liquids,CO,2002,10.0
5120,Petroleum Liquids,CO,2007,1.8
5121,Petroleum Liquids,CT,1954,75.0
5122,Petroleum Liquids,CT,1966,18.5
5123,Petroleum Liquids,CT,1967,67.6
5124,Petroleum Liquids,CT,1968,21.8
5125,Petroleum Liquids,CT,1969,93.5
5126,Petroleum Liquids,CT,1970,167.2
5127,Petroleum Liquids,CT,1971,414.9
5128,Petroleum Liquids,CT,1972,19.0
5129,Petroleum Liquids,CT,1973,414.9
5130,Petroleum Liquids,CT,1985,18.6
5131,Petroleum Liquids,CT,1993,0.7
5132,Petroleum Liquids,CT,1996,204.0
5133,Petroleum Liquids,CT,2004,52.4
5134,Petroleum Liquids,CT,2006,25.2
5135,Petroleum Liquids,CT,2008,40.0
5136,Petroleum Liquids,CT,2010,281.00000000000017
5137,Petroleum Liquids,CT,2011,242.0
5138,Petroleum Liquids,CT,2012,181.8
5139,Petroleum Liquids,CT,2014,10.4
5140,Petroleum Liquids,DE,1963,12.5
5141,Petroleum Liquids,DE,1964,20.0
5142,Petroleum Liquids,DE,1967,18.6
5143,Petroleum Liquids,DE,1968,18.5
5144,Petroleum Liquids,DE,1973,52.0
5145,Petroleum Liquids,FL,1965,10.0
5146,Petroleum Liquids,FL,1968,33.7
5147,Petroleum Liquids,FL,1970,5.0
5148,Petroleum Liquids,FL,1971,41.8
5149,Petroleum Liquids,FL,1972,110.8
5150,Petroleum Liquids,FL,1973,226.8
5151,Petroleum Liquids,FL,1974,588.4
5152,Petroleum Liquids,FL,1975,257.8
5153,Petroleum Liquids,FL,1976,1094.4999999999998
5154,Petroleum Liquids,FL,1977,863.3
5155,Petroleum Liquids,FL,1978,23.4
5156,Petroleum Liquids,FL,1980,65.9
5157,Petroleum Liquids,FL,1989,4.0
5158,Petroleum Liquids,FL,1991,19.2
5159,Petroleum Liquids,FL,1992,103.5
5160,Petroleum Liquids,FL,1993,2.4
5161,Petroleum Liquids,FL,1997,148.5
5162,Petroleum Liquids,FL,1998,3.5
5163,Petroleum Liquids,FL,1999,39.4
5164,Petroleum Liquids,FL,2001,101.5
5165,Petroleum Liquids,FL,2006,42.0
5166,Petroleum Liquids,FL,2012,2.5
5167,Petroleum Liquids,FL,2013,0.1
5168,Petroleum Liquids,GA,1964,2.0
5169,Petroleum Liquids,GA,1970,15.6
5170,Petroleum Liquids,GA,1972,660.5
5171,Petroleum Liquids,GA,1973,159.3
5172,Petroleum Liquids,GA,1980,52.8
5173,Petroleum Liquids,GA,1981,0.3
5174,Petroleum Liquids,GA,1982,1.4
5175,Petroleum Liquids,GA,1984,7.5
5176,Petroleum Liquids,GA,1986,1.5
5177,Petroleum Liquids,GA,1988,10.0
5178,Petroleum Liquids,GA,1989,19.1
5179,Petroleum Liquids,GA,1991,8.8
5180,Petroleum Liquids,GA,1992,1.7000000000000002
5181,Petroleum Liquids,GA,1993,2.9
5182,Petroleum Liquids,GA,1994,3.8
5183,Petroleum Liquids,GA,1996,0.5
5184,Petroleum Liquids,GA,1998,10.8
5185,Petroleum Liquids,GA,2000,80.0
5186,Petroleum Liquids,GA,2001,6.2
5187,Petroleum Liquids,GA,2003,6.0
5188,Petroleum Liquids,GA,2004,1.5
5189,Petroleum Liquids,GA,2005,4.6
5190,Petroleum Liquids,GA,2007,3.2
5191,Petroleum Liquids,GA,2008,2.5
5192,Petroleum Liquids,GA,2013,4.0
5193,Petroleum Liquids,GA,2015,0.3
5194,Petroleum Liquids,HI,1947,50.0
5195,Petroleum Liquids,HI,1948,5.0
5196,Petroleum Liquids,HI,1949,5.0
5197,Petroleum Liquids,HI,1950,50.0
5198,Petroleum Liquids,HI,1954,11.5
5199,Petroleum Liquids,HI,1959,54.4
5200,Petroleum Liquids,HI,1961,54.4
5201,Petroleum Liquids,HI,1962,13.5
5202,Petroleum Liquids,HI,1963,81.6
5203,Petroleum Liquids,HI,1964,85.6
5204,Petroleum Liquids,HI,1965,14.1
5205,Petroleum Liquids,HI,1966,94.1
5206,Petroleum Liquids,HI,1968,89.7
5207,Petroleum Liquids,HI,1969,10.0
5208,Petroleum Liquids,HI,1970,88.3
5209,Petroleum Liquids,HI,1971,2.6
5210,Petroleum Liquids,HI,1972,106.1
5211,Petroleum Liquids,HI,1973,135.5
5212,Petroleum Liquids,HI,1974,157.9
5213,Petroleum Liquids,HI,1975,11.2
5214,Petroleum Liquids,HI,1977,29.4
5215,Petroleum Liquids,HI,1978,5.6
5216,Petroleum Liquids,HI,1979,12.5
5217,Petroleum Liquids,HI,1980,12.5
5218,Petroleum Liquids,HI,1981,134.9
5219,Petroleum Liquids,HI,1982,22.5
5220,Petroleum Liquids,HI,1984,5.0
5221,Petroleum Liquids,HI,1985,5.1000000000000005
5222,Petroleum Liquids,HI,1987,5.2
5223,Petroleum Liquids,HI,1988,30.5
5224,Petroleum Liquids,HI,1989,149.3
5225,Petroleum Liquids,HI,1990,26.2
5226,Petroleum Liquids,HI,1991,198.3
5227,Petroleum Liquids,HI,1992,47.2
5228,Petroleum Liquids,HI,1993,41.6
5229,Petroleum Liquids,HI,1996,11.0
5230,Petroleum Liquids,HI,1998,25.0
5231,Petroleum Liquids,HI,2000,91.0
5232,Petroleum Liquids,HI,2001,2.0
5233,Petroleum Liquids,HI,2004,46.0
5234,Petroleum Liquids,HI,2006,18.0
5235,Petroleum Liquids,HI,2009,18.0
5236,Petroleum Liquids,HI,2010,1.0
5237,Petroleum Liquids,HI,2011,3.2
5238,Petroleum Liquids,HI,2014,1.0
5239,Petroleum Liquids,IA,1928,0.4
5240,Petroleum Liquids,IA,1939,0.2
5241,Petroleum Liquids,IA,1940,0.4
5242,Petroleum Liquids,IA,1941,0.6
5243,Petroleum Liquids,IA,1945,0.3
5244,Petroleum Liquids,IA,1946,2.5
5245,Petroleum Liquids,IA,1947,1.5
5246,Petroleum Liquids,IA,1948,0.8999999999999999
5247,Petroleum Liquids,IA,1949,1.1
5248,Petroleum Liquids,IA,1950,0.7
5249,Petroleum Liquids,IA,1951,2.6
5250,Petroleum Liquids,IA,1952,0.8
5251,Petroleum Liquids,IA,1953,0.9
5252,Petroleum Liquids,IA,1954,2.1
5253,Petroleum Liquids,IA,1955,2.9000000000000004
5254,Petroleum Liquids,IA,1956,4.2
5255,Petroleum Liquids,IA,1957,1.2
5256,Petroleum Liquids,IA,1958,2.2
5257,Petroleum Liquids,IA,1959,2.2
5258,Petroleum Liquids,IA,1961,3.4
5259,Petroleum Liquids,IA,1962,1.3
5260,Petroleum Liquids,IA,1963,5.1
5261,Petroleum Liquids,IA,1964,3.5000000000000004
5262,Petroleum Liquids,IA,1965,7.0
5263,Petroleum Liquids,IA,1966,6.6000000000000005
5264,Petroleum Liquids,IA,1967,3.7
5265,Petroleum Liquids,IA,1968,8.5
5266,Petroleum Liquids,IA,1969,3.6
5267,Petroleum Liquids,IA,1970,34.3
5268,Petroleum Liquids,IA,1971,7.5
5269,Petroleum Liquids,IA,1972,58.2
5270,Petroleum Liquids,IA,1973,12.199999999999998
5271,Petroleum Liquids,IA,1974,2.5
5272,Petroleum Liquids,IA,1975,2.8
5273,Petroleum Liquids,IA,1976,6.3
5274,Petroleum Liquids,IA,1977,21.8
5275,Petroleum Liquids,IA,1978,4.0
5276,Petroleum Liquids,IA,1979,5.7
5277,Petroleum Liquids,IA,1982,3.0
5278,Petroleum Liquids,IA,1985,2.0
5279,Petroleum Liquids,IA,1986,7.1
5280,Petroleum Liquids,IA,1987,1.1
5281,Petroleum Liquids,IA,1988,3.6
5282,Petroleum Liquids,IA,1990,5.699999999999999
5283,Petroleum Liquids,IA,1991,91.2
5284,Petroleum Liquids,IA,1992,31.30000000000001
5285,Petroleum Liquids,IA,1993,15.9
5286,Petroleum Liquids,IA,1994,21.1
5287,Petroleum Liquids,IA,1995,11.3
5288,Petroleum Liquids,IA,1996,9.9
5289,Petroleum Liquids,IA,1997,5.4
5290,Petroleum Liquids,IA,1998,15.399999999999999
5291,Petroleum Liquids,IA,1999,23.400000000000002
5292,Petroleum Liquids,IA,2000,111.99999999999999
5293,Petroleum Liquids,IA,2001,52.99999999999998
5294,Petroleum Liquids,IA,2002,47.59999999999999
5295,Petroleum Liquids,IA,2003,48.1
5296,Petroleum Liquids,IA,2004,19.700000000000003
5297,Petroleum Liquids,IA,2005,64.0
5298,Petroleum Liquids,IA,2006,12.0
5299,Petroleum Liquids,IA,2007,1.5
5300,Petroleum Liquids,IA,2009,0.8
5301,Petroleum Liquids,IA,2010,2.0
5302,Petroleum Liquids,IA,2011,18.5
5303,Petroleum Liquids,IA,2012,13.7
5304,Petroleum Liquids,IA,2013,14.3
5305,Petroleum Liquids,IA,2014,1.0
5306,Petroleum Liquids,IA,2015,9.0
5307,Petroleum Liquids,IA,2016,2.5
5308,Petroleum Liquids,IA,2018,4.0
5309,Petroleum Liquids,ID,1967,5.0
5310,Petroleum Liquids,IL,1940,1.3
5311,Petroleum Liquids,IL,1946,1.8
5312,Petroleum Liquids,IL,1948,3.0
5313,Petroleum Liquids,IL,1949,1.0
5314,Petroleum Liquids,IL,1950,1.6
5315,Petroleum Liquids,IL,1951,3.3000000000000003
5316,Petroleum Liquids,IL,1953,1.5
5317,Petroleum Liquids,IL,1954,0.2
5318,Petroleum Liquids,IL,1956,2.5
5319,Petroleum Liquids,IL,1958,3.4
5320,Petroleum Liquids,IL,1959,3.8
5321,Petroleum Liquids,IL,1961,2.0
5322,Petroleum Liquids,IL,1963,5.800000000000001
5323,Petroleum Liquids,IL,1964,4.4
5324,Petroleum Liquids,IL,1965,4.4
5325,Petroleum Liquids,IL,1967,8.8
5326,Petroleum Liquids,IL,1968,418.2
5327,Petroleum Liquids,IL,1970,20.6
5328,Petroleum Liquids,IL,1971,13.600000000000001
5329,Petroleum Liquids,IL,1973,61.5
5330,Petroleum Liquids,IL,1974,6.1
5331,Petroleum Liquids,IL,1979,12.299999999999999
5332,Petroleum Liquids,IL,1980,4.7
5333,Petroleum Liquids,IL,1982,3.0
5334,Petroleum Liquids,IL,1986,2.6
5335,Petroleum Liquids,IL,1992,2.5
5336,Petroleum Liquids,IL,1993,6.600000000000001
5337,Petroleum Liquids,IL,1994,1.1
5338,Petroleum Liquids,IL,1995,1.1
5339,Petroleum Liquids,IL,1996,20.700000000000003
5340,Petroleum Liquids,IL,1997,2.5
5341,Petroleum Liquids,IL,1998,8.9
5342,Petroleum Liquids,IL,1999,2.5
5343,Petroleum Liquids,IL,2000,28.400000000000006
5344,Petroleum Liquids,IL,2001,18.000000000000004
5345,Petroleum Liquids,IL,2002,40.699999999999996
5346,Petroleum Liquids,IL,2003,2.5
5347,Petroleum Liquids,IL,2006,2.6
5348,Petroleum Liquids,IL,2007,9.0
5349,Petroleum Liquids,IL,2008,2.5
5350,Petroleum Liquids,IL,2010,6.0
5351,Petroleum Liquids,IL,2011,23.299999999999997
5352,Petroleum Liquids,IL,2012,11.3
5353,Petroleum Liquids,IL,2013,1.1
5354,Petroleum Liquids,IL,2014,7.8999999999999995
5355,Petroleum Liquids,IL,2016,5.4
5356,Petroleum Liquids,IN,1950,1.9
5357,Petroleum Liquids,IN,1952,2.0
5358,Petroleum Liquids,IN,1957,2.5
